,ObjectNum,Name,Type,Constellation,Magnitude,Size,RAHour,RAMinute,DecSign,DecDeg,DecMinute,Distance (ly),Above_Horizon,Alt,Az,Rise,Set,Hours_Until_Set
0,NGC 1,NGC 1,Galaxy,Pegasus,13.0,1.9,0,7.3,+,27,43,,True,75.22,164.38,4h12m,19h56m,7.17
1,NGC 2,NGC 2,Galaxy,Pegasus,15.0,1.4,0,7.3,+,27,41,,True,75.19,164.38,4h12m,19h56m,7.17
2,NGC 9,NGC 9,Galaxy,Pegasus,15.0,1.5,0,8.9,+,23,49,,True,71.34,165.97,4h33m,19h38m,6.87
3,NGC 12,NGC 12,Galaxy,Pisces,15.0,1.9,0,8.7,+,4,37,,True,52.34,172.12,5h50m,18h21m,5.58
4,NGC 13,NGC 13,Galaxy,Andromeda,14.0,2.7,0,8.8,+,33,26,,True,80.59,154.53,3h40m,20h30m,7.73
5,NGC 14,NGC 14,Galaxy,Pegasus,12.0,3.0,0,8.8,+,15,49,,True,63.46,169.56,5h07m,19h03m,6.28
6,NGC 16,NGC 16,Galaxy,Pegasus,12.0,2.1,0,9.1,+,27,44,,True,75.15,162.84,4h13m,19h58m,7.2
7,NGC 20,NGC 20,Galaxy,Andromeda,15.0,2.0,0,9.5,+,33,19,,True,80.41,153.95,3h42m,20h30m,7.73
8,NGC 23,NGC 23,Galaxy,Pegasus,12.0,2.3,0,9.9,+,25,55,,True,73.35,163.77,4h23m,19h49m,7.05
9,NGC 24,NGC 24,Galaxy,Sculptor,11.5,5.5,0,9.9,-,24,58,,True,22.87,174.96,7h46m,16h26m,3.67
10,NGC 26,NGC 26,Galaxy,Pegasus,14.0,2.2,0,10.4,+,25,50,,True,73.23,163.44,4h24m,19h49m,7.05
11,NGC 29,NGC 29,Galaxy,Andromeda,14.0,1.8,0,10.8,+,33,21,,True,80.35,152.43,3h43m,20h32m,7.77
12,NGC 36,NGC 36,Galaxy,Pisces,15.0,2.4,0,11.4,+,6,23,,True,54.03,170.7,5h46m,18h30m,5.73
13,NGC 40,NGC 40,Planetary Nebula,Cepheus,11.0,0.6,0,13.0,+,72,32,,True,59.39,3.46,---,---,---
14,NGC 45,NGC 45,Galaxy,Cetus,10.4,8.1,0,14.1,-,23,11,,True,24.57,173.78,7h42m,16h39m,3.88
15,NGC 48,NGC 48,Galaxy,Andromeda,15.0,1.7,0,14.0,+,48,14,,True,82.45,32.82,---,---,---
16,NGC 51,NGC 51,Galaxy,Andromeda,15.0,1.8,0,14.6,+,48,15,,True,82.38,33.27,---,---,---
17,NGC 55,NGC 55,Galaxy,Sculptor,8.0,32.0,0,14.9,-,39,11,,True,8.66,175.02,9h21m,15h02m,2.27
18,NGC 63,NGC 63,Galaxy,Pisces,13.0,1.9,0,17.7,+,11,27,,True,58.8,166.52,5h33m,18h55m,6.15
19,NGC 67,NGC 67,Galaxy,Andromeda,16.0,0.4,0,18.2,+,30,4,,True,76.7,151.88,4h10m,20h19m,7.55
20,NGC 68,NGC 68,Galaxy,Andromeda,13.0,1.5,0,18.3,+,30,4,,True,76.7,151.82,4h10m,20h20m,7.57
21,NGC 69,NGC 69,Galaxy,Andromeda,14.8,0.4,0,18.3,+,30,2,,True,76.67,151.84,4h10m,20h19m,7.55
22,NGC 70,NGC 70,Galaxy,Andromeda,15.0,1.7,0,18.4,+,30,5,,True,76.71,151.74,4h10m,20h20m,7.57
23,NGC 71,NGC 71,Galaxy,Andromeda,13.0,1.8,0,18.4,+,30,4,,True,76.69,151.76,4h10m,20h20m,7.57
24,NGC 72,NGC 72,Galaxy,Andromeda,13.4,1.4,0,18.5,+,30,2,,True,76.66,151.73,4h10m,20h20m,7.57
25,NGC 80,NGC 80,Galaxy,Andromeda,12.1,2.5,0,21.2,+,22,21,,True,69.24,158.91,4h52m,19h44m,6.97
26,NGC 83,NGC 83,Galaxy,Andromeda,12.6,1.6,0,21.4,+,22,26,,True,69.3,158.73,4h51m,19h44m,6.97
27,NGC 95,NGC 95,Galaxy,Pisces,12.6,1.9,0,22.2,+,10,30,,True,57.66,164.82,5h41m,18h56m,6.17
28,NGC 99,NGC 99,Galaxy,Pisces,14.0,1.7,0,24.0,+,15,47,,True,62.71,161.64,5h22m,19h18m,6.53
29,NGC 103,NGC 103,Open Cluster,Cassiopeia,9.8,5.0,0,25.3,+,61,21,,True,69.97,12.51,---,---,---
31,NGC 105,NGC 105,Galaxy,Pisces,13.2,1.2,0,25.3,+,12,53,,True,59.83,162.43,5h35m,19h08m,6.37
32,NGC 120,NGC 120,Galaxy,Cetus,15.0,1.8,0,27.5,-,1,31,,True,45.62,166.34,6h30m,18h18m,5.53
34,NGC 124,NGC 124,Galaxy,Cetus,14.0,1.6,0,27.9,-,1,49,,True,45.31,166.28,6h32m,18h17m,5.52
35,NGC 125,NGC 125,Galaxy,Pisces,12.3,2.0,0,28.8,+,2,50,,True,49.83,164.65,6h16m,18h35m,5.82
36,NGC 126,NGC 126,Galaxy,Pisces,16.0,1.4,0,29.1,+,2,49,,True,49.79,164.54,6h16m,18h35m,5.82
37,NGC 127,NGC 127,Galaxy,Pisces,14.0,1.0,0,29.2,+,2,52,,True,49.85,164.5,6h16m,18h35m,5.82
38,NGC 128,NGC 128,Galaxy,Pisces,11.6,3.4,0,29.2,+,2,51,,True,49.84,164.48,6h16m,18h35m,5.82
39,NGC 129,NGC 129,Open Cluster,Cassiopeia,6.5,21.0,0,29.9,+,60,14,,True,70.8,15.39,---,---,---
40,NGC 130,NGC 130,Galaxy,Pisces,14.3,0.9,0,29.3,+,2,52,,True,49.84,164.46,6h16m,18h35m,5.82
41,NGC 132,NGC 132,Galaxy,Cetus,14.0,2.0,0,30.2,+,2,6,,True,49.04,164.37,6h20m,18h33m,5.78
42,NGC 133,NGC 133,Open Cluster,Cassiopeia,9.0,7.0,0,31.2,+,63,22,,True,67.83,12.41,---,---,---
43,NGC 134,NGC 134,Galaxy,Sculptor,10.1,8.1,0,30.4,-,33,15,,True,14.2,171.19,8h52m,16h01m,3.25
44,NGC 145,NGC 145,Galaxy,Cetus,12.8,1.8,0,31.7,-,5,9,,True,41.85,165.8,6h48m,18h09m,5.38
45,NGC 146,NGC 146,Open Cluster,Cassiopeia,9.1,7.0,0,33.1,+,63,18,,True,67.81,13.0,---,---,---
46,NGC 147,NGC 147,Galaxy,Cassiopeia,9.3,12.0,0,33.2,+,48,30,,True,79.97,46.14,---,---,---
47,NGC 148,NGC 148,Galaxy,Sculptor,12.1,2.4,0,34.3,-,31,47,,True,15.52,170.13,8h47m,16h14m,3.47
48,NGC 150,NGC 150,Galaxy,Sculptor,11.1,4.2,0,34.3,-,27,48,,True,19.44,169.5,8h25m,16h36m,3.83
49,NGC 151,NGC 151,Galaxy,Cetus,11.5,3.7,0,34.0,-,9,42,,True,37.28,166.15,7h07m,17h54m,5.13
50,NGC 157,NGC 157,Galaxy,Cetus,10.4,4.3,0,34.8,-,8,24,,True,38.53,165.62,7h03m,18h00m,5.23
51,NGC 160,NGC 160,Galaxy,Andromeda,12.4,3.2,0,36.1,+,23,57,,True,69.5,148.21,4h59m,20h06m,7.33
52,NGC 163,NGC 163,Galaxy,Cetus,12.8,1.4,0,36.0,-,10,7,,True,36.78,165.65,7h10m,17h55m,5.15
53,NGC 165,NGC 165,Galaxy,Cetus,13.2,1.6,0,36.5,-,10,6,,True,36.77,165.5,7h11m,17h55m,5.15
54,NGC 169,NGC 169,Galaxy,Andromeda,13.0,3.0,0,36.9,+,23,59,,True,69.45,147.7,5h00m,20h07m,7.35
55,NGC 173,NGC 173,Galaxy,Cetus,15.0,3.5,0,37.2,+,1,56,,True,48.51,161.82,6h28m,18h40m,5.9
56,NGC 175,NGC 175,Galaxy,Cetus,12.1,2.6,0,37.4,-,19,56,,True,27.08,167.35,7h51m,17h17m,4.52
57,NGC 178,NGC 178,Galaxy,Cetus,12.6,2.0,0,39.1,-,14,10,,True,32.66,165.66,7h29m,17h42m,4.93
58,NGC 180,NGC 180,Galaxy,Pisces,14.0,2.6,0,38.0,+,8,38,,True,54.94,158.81,6h04m,19h05m,6.32
59,NGC 182,NGC 182,Galaxy,Pisces,12.6,2.3,0,38.2,+,2,44,,True,49.21,161.17,6h26m,18h44m,5.97
60,NGC 185,NGC 185,Galaxy,Cassiopeia,9.2,11.0,0,39.0,+,48,20,,True,79.27,49.87,---,---,---
61,NGC 188,NGC 188,Open Cluster,Cepheus,8.1,14.0,0,44.0,+,85,20,,True,46.63,1.75,---,---,---
62,NGC 189,NGC 189,Open Cluster,Cassiopeia,8.8,4.0,0,39.6,+,61,4,,True,69.49,17.35,---,---,---
63,NGC 190,NGC 190,Galaxy,Pisces,14.0,1.0,0,38.9,+,7,2,,True,53.36,159.15,6h11m,19h00m,6.23
64,NGC 191,NGC 191,Galaxy,Cetus,12.0,1.5,0,39.0,-,9,0,,True,37.73,164.47,7h09m,18h02m,5.27
65,NGC 192,NGC 192,Galaxy,Cetus,14.0,2.3,0,39.3,+,0,51,,True,47.34,161.47,6h33m,18h38m,5.87
66,NGC 193,NGC 193,Galaxy,Pisces,12.3,1.7,0,39.3,+,3,20,,True,49.73,160.53,6h25m,18h47m,6.02
67,NGC 194,NGC 194,Galaxy,Pisces,12.1,1.9,0,39.3,+,3,2,,True,49.45,160.65,6h26m,18h46m,6.0
68,NGC 198,NGC 198,Galaxy,Pisces,12.8,1.3,0,39.4,+,2,48,,True,49.21,160.71,6h27m,18h45m,5.98
69,NGC 200,NGC 200,Galaxy,Pisces,14.0,2.0,0,39.6,+,2,53,,True,49.29,160.6,6h27m,18h45m,5.98
70,NGC 201,NGC 201,Galaxy,Cetus,15.0,2.2,0,39.7,+,0,51,,True,47.32,161.34,6h27m,18h45m,5.98
71,NGC 210,NGC 210,Galaxy,Cetus,10.9,5.4,0,40.6,-,13,52,,True,32.89,165.18,7h29m,17h45m,4.98
72,NGC 214,NGC 214,Galaxy,Andromeda,12.2,2.1,0,41.5,+,25,30,,True,70.3,142.97,4h57m,20h19m,7.55
73,NGC 216,NGC 216,Galaxy,Cetus,13.3,1.8,0,41.4,-,21,3,,True,25.81,166.52,8h00m,17h16m,4.5
74,NGC 225,NGC 225,Open Cluster,Cassiopeia,7.0,12.0,0,43.4,+,61,47,,True,68.67,17.72,---,---,---
75,NGC 227,NGC 227,Galaxy,Cetus,13.0,2.1,0,42.6,-,1,32,,True,44.82,161.1,6h45m,18h33m,5.78
76,NGC 237,NGC 237,Galaxy,Cetus,14.0,1.8,0,43.5,-,0,7,,True,46.13,160.32,6h41m,18h38m,5.87
77,NGC 244,NGC 244,Galaxy,Cetus,13.3,1.3,0,45.8,-,15,36,,True,30.94,164.15,7h41m,17h43m,4.95
78,NGC 245,NGC 245,Galaxy,Cetus,13.0,1.4,0,46.1,-,1,44,,True,44.42,159.99,6h50m,18h35m,5.82
79,NGC 246,NGC 246,Planetary Nebula,Cetus,8.0,3.8,0,47.0,-,11,53,,True,34.51,162.83,7h28m,17h59m,5.22
80,NGC 247,NGC 247,Galaxy,Cetus,8.9,20.0,0,47.1,-,20,46,,True,25.83,165.01,8h04m,17h23m,4.62
81,NGC 252,NGC 252,Galaxy,Andromeda,13.0,1.8,0,48.0,+,27,38,,True,71.3,135.72,4h53m,20h36m,7.83
82,NGC 253,NGC 253,Galaxy,Sculptor,7.1,25.0,0,47.6,-,25,17,,True,21.39,165.91,8h25m,17h02m,4.27
83,NGC 254,NGC 254,Galaxy,Sculptor,11.8,2.1,0,47.5,-,31,25,,True,15.39,167.2,8h58m,16h30m,3.73
84,NGC 255,NGC 255,Galaxy,Cetus,11.8,3.1,0,47.8,-,11,28,,True,34.86,162.5,7h27m,18h01m,5.25
85,NGC 257,NGC 257,Galaxy,Pisces,14.0,2.1,0,48.1,+,8,19,,True,53.88,154.9,6h15m,19h14m,6.47
86,NGC 260,NGC 260,Galaxy,Andromeda,14.0,1.0,0,48.6,+,27,42,,True,71.28,135.29,4h53m,20h37m,7.85
87,NGC 262,NGC 262,Galaxy,Andromeda,15.0,1.4,0,48.8,+,31,57,,True,74.49,125.71,4h29m,21h01m,8.25
88,NGC 266,NGC 266,Galaxy,Pisces,13.0,3.2,0,49.8,+,32,16,,True,74.56,124.29,4h28m,21h04m,8.3
89,NGC 268,NGC 268,Galaxy,Cetus,13.0,1.7,0,50.2,-,5,12,,True,40.8,159.86,7h06m,18h27m,5.68
90,NGC 271,NGC 271,Galaxy,Cetus,13.0,2.5,0,50.8,-,1,53,,True,43.93,158.51,6h55m,18h39m,5.88
91,NGC 273,NGC 273,Galaxy,Cetus,13.0,2.6,0,50.8,-,6,53,,True,39.13,160.22,7h13m,18h21m,5.58
92,NGC 274,NGC 274,Galaxy,Cetus,13.0,1.7,0,51.0,-,7,3,,True,38.95,160.21,7h14m,18h21m,5.58
93,NGC 275,NGC 275,Galaxy,Cetus,12.5,1.5,0,51.1,-,7,4,,True,38.94,160.2,7h14m,18h21m,5.58
94,NGC 278,NGC 278,Galaxy,Cassiopeia,10.9,2.2,0,52.1,+,47,33,,True,77.64,58.21,1h27m,0h14m,11.47
95,NGC 279,NGC 279,Galaxy,Cetus,14.0,1.8,0,52.3,-,2,12,,True,43.54,158.14,6h57m,18h40m,5.9
96,NGC 281,NGC 281,Cluster Nebulosity,Cassiopeia,7.0,35.0,0,52.8,+,56,37,,True,72.31,29.44,---,---,---
97,NGC 288,NGC 288,Globular Cluster,Sculptor,8.1,13.0,0,52.8,-,26,35,,True,19.88,164.97,8h37m,17h01m,4.25
98,NGC 289,NGC 289,Galaxy,Sculptor,12.0,3.7,0,52.7,-,31,12,,True,15.38,166.02,9h02m,16h36m,3.83
99,NGC 300,NGC 300,Galaxy,Sculptor,9.0,20.0,0,54.9,-,37,41,,True,8.99,166.96,9h48m,15h54m,3.13
100,NGC 309,NGC 309,Galaxy,Cetus,11.8,3.1,0,56.7,-,9,55,,True,35.83,159.43,7h30m,18h16m,5.5
101,NGC 315,NGC 315,Galaxy,Pisces,13.0,3.2,0,57.8,+,30,21,,True,71.99,124.92,4h48m,21h01m,8.25
102,NGC 326,NGC 326,Galaxy,Pisces,13.2,1.5,0,58.4,+,26,52,,True,69.3,131.64,5h07m,20h42m,7.93
103,NGC 327,NGC 327,Galaxy,Cetus,13.0,1.9,0,57.9,-,5,8,,True,40.34,157.39,7h14m,18h35m,5.82
104,NGC 329,NGC 329,Galaxy,Cetus,13.0,1.9,0,58.0,-,5,4,,True,40.39,157.33,7h14m,18h35m,5.82
106,NGC 337,NGC 337,Galaxy,Cetus,11.6,2.8,0,59.8,-,7,35,,True,37.86,157.7,7h25m,18h28m,5.7
109,NGC 352,NGC 352,Galaxy,Cetus,13.0,2.7,1,2.1,-,4,15,,True,40.87,155.72,7h15m,18h42m,5.93
110,NGC 354,NGC 354,Galaxy,Pisces,14.0,0.9,1,3.3,+,22,20,,True,64.99,136.19,5h34m,20h26m,7.67
111,NGC 357,NGC 357,Galaxy,Cetus,11.8,2.6,1,3.4,-,6,20,,True,38.79,156.17,7h24m,18h36m,5.83
114,NGC 375,NGC 375,Galaxy,Pisces,16.0,1.3,1,7.1,+,32,21,,True,71.83,115.88,4h45m,21h22m,8.6
115,NGC 379,NGC 379,Galaxy,Pisces,12.6,1.8,1,7.3,+,32,31,,True,71.9,115.37,4h44m,21h23m,8.62
116,NGC 380,NGC 380,Galaxy,Pisces,12.5,1.6,1,7.3,+,32,29,,True,71.88,115.45,4h45m,21h23m,8.62
117,NGC 381,NGC 381,Open Cluster,Cassiopeia,9.0,6.0,1,8.3,+,61,35,,True,67.18,24.43,---,---,---
118,NGC 382,NGC 382,Galaxy,Pisces,14.0,0.4,1,7.4,+,32,24,,True,71.81,115.61,4h45m,21h22m,8.6
119,NGC 383,NGC 383,Galaxy,Pisces,11.9,2.3,1,7.4,+,32,25,,True,71.81,115.58,4h45m,21h22m,8.6
120,NGC 384,NGC 384,Galaxy,Pisces,13.0,1.1,1,7.4,+,32,18,,True,71.74,115.88,4h46m,21h22m,8.6
121,NGC 385,NGC 385,Galaxy,Pisces,12.9,1.5,1,7.4,+,32,19,,True,71.75,115.8,4h46m,21h22m,8.6
122,NGC 386,NGC 386,Galaxy,Pisces,14.1,0.9,1,7.5,+,32,22,,True,71.76,115.67,4h46m,21h22m,8.6
123,NGC 388,NGC 388,Galaxy,Pisces,14.3,0.8,1,7.8,+,32,19,,True,71.69,115.69,4h46m,21h22m,8.6
124,NGC 403,NGC 403,Galaxy,Pisces,13.0,2.1,1,9.2,+,32,45,,True,71.71,113.98,4h45m,21h26m,8.67
125,NGC 404,NGC 404,Galaxy,Andromeda,10.1,4.4,1,9.4,+,35,43,,True,73.26,105.56,4h25m,21h46m,9.0
127,NGC 407,NGC 407,Galaxy,Pisces,14.0,2.0,1,10.6,+,33,7,,True,71.69,112.48,4h44m,21h30m,8.73
128,NGC 410,NGC 410,Galaxy,Pisces,13.0,2.6,1,11.0,+,33,9,,True,71.64,112.27,4h44m,21h31m,8.75
130,NGC 418,NGC 418,Galaxy,Sculptor,13.0,2.3,1,10.6,-,30,13,,True,15.42,161.9,9h14m,17h00m,4.23
132,NGC 428,NGC 428,Galaxy,Cetus,11.4,4.1,1,12.9,+,0,59,,True,44.87,149.84,7h07m,19h12m,6.43
134,NGC 436,NGC 436,Open Cluster,Cassiopeia,8.8,6.0,1,15.6,+,58,49,,True,68.5,31.36,---,---,---
135,NGC 442,NGC 442,Galaxy,Cetus,15.0,1.2,1,14.6,-,1,1,,True,42.86,150.32,7h16m,19h06m,6.33
136,NGC 447,NGC 447,Galaxy,Pisces,14.0,2.6,1,15.6,+,33,4,,True,70.79,110.78,4h49m,21h35m,8.82
137,NGC 449,NGC 449,Galaxy,Pisces,14.3,0.7,1,16.1,+,33,5,,True,70.72,110.55,4h50m,21h35m,8.82
138,NGC 450,NGC 450,Galaxy,Cetus,12.1,3.2,1,15.5,-,0,52,,True,42.93,149.96,7h16m,19h08m,6.37
139,NGC 457,NGC 457,Open Cluster,Cassiopeia,6.4,13.0,1,19.1,+,58,20,,True,68.48,33.28,---,---,---
140,NGC 467,NGC 467,Galaxy,Pisces,11.9,2.4,1,19.2,+,3,18,,True,46.4,146.49,7h04m,19h26m,6.67
141,NGC 470,NGC 470,Galaxy,Pisces,11.9,3.0,1,19.7,+,3,25,,True,46.44,146.23,7h05m,19h27m,6.68
142,NGC 473,NGC 473,Galaxy,Pisces,13.0,2.2,1,19.9,+,16,33,,True,57.99,135.95,6h15m,20h17m,7.52
143,NGC 474,NGC 474,Galaxy,Pisces,11.1,7.9,1,20.1,+,3,25,,True,46.4,146.11,7h05m,19h28m,6.7
144,NGC 485,NGC 485,Galaxy,Pisces,14.0,1.9,1,21.4,+,7,1,,True,49.51,143.34,6h53m,19h42m,6.93
145,NGC 488,NGC 488,Galaxy,Pisces,10.3,5.2,1,21.8,+,5,15,,True,47.89,144.41,7h00m,19h36m,6.83
146,NGC 491,NGC 491,Galaxy,Sculptor,13.0,1.5,1,21.4,-,34,3,,True,11.12,160.77,9h48m,16h47m,4.02
147,NGC 493,NGC 493,Galaxy,Cetus,12.5,3.8,1,22.2,+,0,57,,True,43.94,146.89,7h16m,19h21m,6.58
148,NGC 495,NGC 495,Galaxy,Pisces,13.2,1.5,1,22.9,+,33,28,,True,69.73,107.32,4h54m,21h44m,8.97
149,NGC 497,NGC 497,Galaxy,Cetus,14.0,2.4,1,22.4,-,0,53,,True,42.25,147.81,7h23m,19h15m,6.48
150,NGC 499,NGC 499,Galaxy,Pisces,12.0,2.0,1,23.2,+,33,28,,True,69.68,107.26,4h54m,21h45m,8.98
151,NGC 507,NGC 507,Galaxy,Pisces,11.2,4.3,1,23.7,+,33,15,,True,69.49,107.61,4h56m,21h44m,8.97
152,NGC 508,NGC 508,Galaxy,Pisces,12.8,1.6,1,23.7,+,33,17,,True,69.5,107.55,4h56m,21h44m,8.97
153,NGC 509,NGC 509,Galaxy,Pisces,15.0,1.7,1,23.4,+,9,26,,True,51.43,140.92,6h46m,19h53m,7.12
154,NGC 514,NGC 514,Galaxy,Pisces,11.9,3.5,1,24.1,+,12,55,,True,54.38,137.84,6h34m,20h07m,7.35
155,NGC 516,NGC 516,Galaxy,Pisces,14.0,1.6,1,24.1,+,9,33,,True,51.45,140.58,6h47m,19h54m,7.13
156,NGC 518,NGC 518,Galaxy,Pisces,14.0,1.9,1,24.3,+,9,20,,True,51.24,140.69,6h47m,19h54m,7.13
157,NGC 520,NGC 520,Galaxy,Pisces,11.2,4.8,1,24.6,+,3,48,,True,46.27,144.42,7h08m,19h34m,6.8
158,NGC 521,NGC 521,Galaxy,Cetus,13.0,3.4,1,24.6,+,1,44,,True,44.41,145.67,7h16m,19h26m,6.67
159,NGC 522,NGC 522,Galaxy,Pisces,14.0,2.8,1,24.8,+,10,0,,True,51.76,140.02,6h45m,19h57m,7.18
160,NGC 523,NGC 523,Galaxy,Andromeda,14.0,3.1,1,25.3,+,34,2,,True,69.59,105.21,4h53m,21h51m,9.08
161,NGC 524,NGC 524,Galaxy,Pisces,10.6,3.2,1,24.8,+,9,32,,True,51.36,140.36,6h47m,19h55m,7.15
162,NGC 530,NGC 530,Galaxy,Cetus,14.0,1.9,1,24.7,-,1,35,,True,41.37,147.48,7h28m,19h14m,6.47
163,NGC 532,NGC 532,Galaxy,Pisces,14.0,2.8,1,25.3,+,9,16,,True,51.06,140.4,6h49m,19h54m,7.13
164,NGC 533,NGC 533,Galaxy,Cetus,13.0,3.7,1,25.5,+,1,46,,True,44.34,145.35,7h16m,19h27m,6.68
165,NGC 535,NGC 535,Galaxy,Cetus,15.0,1.3,1,25.5,-,1,25,,True,41.45,147.14,7h28m,19h16m,6.5
166,NGC 536,NGC 536,Galaxy,Andromeda,13.0,3.7,1,26.4,+,34,43,,True,69.74,103.21,4h49m,21h56m,9.17
167,NGC 538,NGC 538,Galaxy,Cetus,15.0,1.3,1,25.4,-,1,33,,True,41.33,147.24,7h28m,19h15m,6.48
168,NGC 539,NGC 539,Galaxy,Cetus,14.0,1.8,1,25.3,-,18,9,,True,25.89,154.59,8h31m,18h12m,5.43
169,NGC 541,NGC 541,Galaxy,Cetus,12.0,2.7,1,25.7,-,1,23,,True,41.46,147.05,7h28m,19h16m,6.5
170,NGC 543,NGC 543,Galaxy,Cetus,13.3,0.7,1,25.8,-,1,18,,True,41.53,146.98,7h28m,19h17m,6.52
171,NGC 545,NGC 545,Galaxy,Cetus,14.0,3.0,1,26.0,-,1,20,,True,41.47,146.96,7h28m,19h17m,6.52
172,NGC 547,NGC 547,Galaxy,Cetus,12.3,1.7,1,26.0,-,1,21,,True,41.46,146.95,7h28m,19h17m,6.52
173,NGC 550,NGC 550,Galaxy,Cetus,14.0,1.7,1,26.7,+,2,1,,True,44.45,144.82,7h17m,19h29m,6.72
174,NGC 559,NGC 559,Open Cluster,Cassiopeia,9.5,4.0,1,29.5,+,63,18,,True,64.25,25.91,---,---,---
175,NGC 560,NGC 560,Galaxy,Cetus,12.9,2.3,1,27.4,-,1,55,,True,40.8,146.83,7h32m,19h16m,6.5
176,NGC 562,NGC 562,Galaxy,Andromeda,15.0,1.5,1,28.4,+,48,23,,True,71.55,61.42,---,---,---
177,NGC 564,NGC 564,Galaxy,Cetus,12.5,1.8,1,27.8,-,1,53,,True,40.79,146.7,7h32m,19h16m,6.5
178,NGC 565,NGC 565,Galaxy,Cetus,15.0,1.6,1,28.2,-,1,18,,True,41.28,146.28,7h30m,19h19m,6.55
179,NGC 570,NGC 570,Galaxy,Cetus,14.0,2.5,1,29.0,-,0,57,,True,41.52,145.83,7h30m,19h21m,6.58
180,NGC 578,NGC 578,Galaxy,Cetus,10.9,4.8,1,30.5,-,22,40,,True,21.25,155.02,8h56m,17h58m,5.2
181,NGC 584,NGC 584,Galaxy,Cetus,10.4,3.8,1,31.3,-,6,52,,True,35.87,148.22,7h53m,19h02m,6.27
182,NGC 586,NGC 586,Galaxy,Cetus,13.2,1.6,1,31.6,-,6,54,,True,35.82,148.15,7h54m,19h02m,6.27
183,NGC 596,NGC 596,Galaxy,Cetus,10.9,3.5,1,32.9,-,7,2,,True,35.57,147.87,7h56m,19h03m,6.28
184,NGC 600,NGC 600,Galaxy,Cetus,12.4,3.5,1,33.1,-,7,19,,True,35.29,147.94,7h57m,19h02m,6.27
185,NGC 609,NGC 609,Open Cluster,Cassiopeia,11.0,3.0,1,37.2,+,64,33,,True,62.86,25.06,---,---,---
186,NGC 613,NGC 613,Galaxy,Sculptor,10.0,5.8,1,34.3,-,29,25,,True,14.63,156.58,9h33m,17h28m,4.7
187,NGC 615,NGC 615,Galaxy,Cetus,11.5,4.0,1,35.1,-,7,20,,True,35.07,147.4,7h59m,19h04m,6.3
188,NGC 622,NGC 622,Galaxy,Cetus,14.0,2.0,1,36.0,+,0,40,,True,42.21,142.77,7h31m,19h34m,6.8
189,NGC 625,NGC 625,Galaxy,Phoenix,12.0,3.0,1,35.1,-,41,26,,True,3.4,160.5,11h03m,16h00m,3.23
190,NGC 636,NGC 636,Galaxy,Cetus,11.3,2.3,1,39.1,-,7,31,,True,34.5,146.38,8h04m,19h07m,6.35
191,NGC 637,NGC 637,Open Cluster,Cassiopeia,8.2,4.0,1,42.9,+,64,0,,True,62.64,26.92,---,---,---
192,NGC 654,NGC 654,Open Cluster,Cassiopeia,6.5,5.0,1,44.1,+,61,53,,True,63.88,30.84,---,---,---
193,NGC 658,NGC 658,Galaxy,Pisces,14.0,3.2,1,42.2,+,12,35,,True,51.74,131.94,6h53m,20h24m,7.63
194,NGC 659,NGC 659,Open Cluster,Cassiopeia,7.9,5.0,1,44.2,+,60,42,,True,64.54,33.19,---,---,---
195,NGC 660,NGC 660,Galaxy,Pisces,10.8,9.1,1,43.0,+,13,38,,True,52.47,130.68,6h50m,20h29m,7.72
196,NGC 661,NGC 661,Galaxy,Triangulum,13.0,2.2,1,44.2,+,28,42,,True,63.27,110.62,5h43m,21h38m,8.87
197,NGC 662,NGC 662,Galaxy,Andromeda,14.3,1.0,1,44.5,+,37,41,,True,67.61,91.54,4h45m,22h36m,9.83
198,NGC 663,NGC 663,Open Cluster,Cassiopeia,7.1,16.0,1,46.0,+,61,15,,True,64.05,32.38,---,---,---
199,NGC 664,NGC 664,Galaxy,Pisces,14.0,1.8,1,43.8,+,4,14,,True,44.43,138.11,7h26m,19h54m,7.13
200,NGC 668,NGC 668,Galaxy,Andromeda,14.0,2.3,1,46.3,+,36,27,,True,66.82,94.17,4h57m,22h29m,9.72
201,NGC 669,NGC 669,Galaxy,Triangulum,13.0,3.4,1,47.2,+,35,33,,True,66.29,96.05,5h04m,22h23m,9.62
202,NGC 670,NGC 670,Galaxy,Triangulum,12.1,2.5,1,47.4,+,27,53,,True,62.22,111.1,5h51m,21h37m,8.85
203,NGC 672,NGC 672,Galaxy,Triangulum,10.8,6.6,1,47.9,+,27,26,,True,61.85,111.7,5h54m,21h35m,8.82
204,NGC 673,NGC 673,Galaxy,Aries,13.0,2.4,1,48.4,+,11,32,,True,49.98,130.94,7h03m,20h26m,7.67
205,NGC 676,NGC 676,Galaxy,Pisces,11.0,4.3,1,49.0,+,5,54,,True,45.21,135.33,7h25m,20h06m,7.33
206,NGC 678,NGC 678,Galaxy,Aries,13.0,5.0,1,49.4,+,22,0,,True,57.93,119.26,6h21m,21h10m,8.4
207,NGC 679,NGC 679,Galaxy,Andromeda,12.4,2.3,1,49.7,+,35,47,,True,65.93,95.04,5h05m,22h27m,9.68
208,NGC 680,NGC 680,Galaxy,Aries,13.0,2.9,1,49.8,+,21,58,,True,57.85,119.17,6h22m,21h10m,8.4
209,NGC 681,NGC 681,Galaxy,Cetus,11.8,2.8,1,49.2,-,10,26,,True,30.81,145.17,8h24m,19h06m,6.33
