,ObjectNum,Name,Type,Constellation,Magnitude,Size,RAHour,RAMinute,DecSign,DecDeg,DecMinute,Distance (ly),Above_Horizon,Alt,Az,Rise,Set,Hours_Until_Set
210,NGC 684,NGC 684,Galaxy,Triangulum,13.0,3.9,1,50.2,+,27,39,,True,61.58,110.67,5h55m,21h38m,8.87
212,NGC 691,NGC 691,Galaxy,Aries,12.0,3.5,1,50.7,+,21,46,,True,57.55,119.17,6h24m,21h10m,8.4
213,NGC 693,NGC 693,Galaxy,Pisces,14.0,2.7,1,50.5,+,6,9,,True,45.21,134.68,7h25m,20h08m,7.37
214,NGC 694,NGC 694,Galaxy,Aries,14.0,0.8,1,51.0,+,22,0,,True,57.67,118.77,6h23m,21h12m,8.43
215,NGC 695,NGC 695,Galaxy,Aries,14.0,0.7,1,51.2,+,22,35,,True,58.05,117.91,6h20m,21h15m,8.48
216,NGC 697,NGC 697,Galaxy,Aries,13.0,4.7,1,51.3,+,22,21,,True,57.88,118.2,6h22m,21h14m,8.47
217,NGC 701,NGC 701,Galaxy,Cetus,12.2,2.5,1,51.1,-,9,42,,True,31.26,144.31,8h24m,19h11m,6.42
218,NGC 702,NGC 702,Galaxy,Cetus,14.0,1.5,1,51.3,-,4,3,,True,36.27,141.17,8h03m,19h32m,6.77
219,NGC 703,NGC 703,Galaxy,Andromeda,15.0,1.5,1,52.8,+,36,9,,True,65.55,93.6,5h05m,22h33m,9.78
220,NGC 706,NGC 706,Galaxy,Pisces,13.0,2.2,1,51.8,+,6,18,,True,45.16,134.17,7h26m,20h10m,7.4
221,NGC 708,NGC 708,Galaxy,Andromeda,15.0,3.3,1,52.8,+,36,10,,True,65.52,93.62,5h05m,22h33m,9.78
222,NGC 718,NGC 718,Galaxy,Pisces,11.7,2.8,1,53.2,+,4,12,,True,43.2,135.32,7h35m,20h04m,7.3
223,NGC 720,NGC 720,Galaxy,Cetus,10.2,4.4,1,53.0,-,13,44,,True,27.43,145.83,8h41m,18h57m,6.18
224,NGC 721,NGC 721,Galaxy,Andromeda,13.4,2.0,1,54.8,+,39,23,,True,66.25,85.85,4h41m,23h01m,10.25
225,NGC 731,NGC 731,Galaxy,Cetus,13.0,1.7,1,54.9,-,9,1,,True,31.46,142.95,8h25m,19h17m,6.52
226,NGC 735,NGC 735,Galaxy,Triangulum,14.0,2.0,1,56.6,+,34,11,,True,63.96,97.02,5h23m,22h23m,9.62
227,NGC 736,NGC 736,Galaxy,Triangulum,12.2,2.0,1,56.7,+,33,3,,True,63.42,99.27,5h30m,22h15m,9.48
228,NGC 740,NGC 740,Galaxy,Triangulum,15.0,1.7,1,56.9,+,33,1,,True,63.36,99.27,5h31m,22h15m,9.48
229,NGC 741,NGC 741,Galaxy,Pisces,11.3,3.2,1,56.4,+,5,38,,True,44.0,133.35,7h33m,20h12m,7.43
230,NGC 742,NGC 742,Galaxy,Pisces,15.0,0.2,1,56.5,+,5,38,,True,43.99,133.34,7h33m,20h12m,7.43
231,NGC 744,NGC 744,Open Cluster,Perseus,7.9,11.0,1,58.4,+,55,29,,True,65.18,46.13,---,---,---
232,NGC 746,NGC 746,Galaxy,Andromeda,13.0,1.9,1,57.9,+,44,56,,True,66.7,71.93,3h39m,0h13m,11.45
233,NGC 750,NGC 750,Galaxy,Triangulum,12.2,1.6,1,57.5,+,33,13,,True,63.34,98.75,5h30m,22h17m,9.52
234,NGC 751,NGC 751,Galaxy,Triangulum,12.5,1.3,1,57.6,+,33,12,,True,63.34,98.76,5h30m,22h17m,9.52
235,NGC 753,NGC 753,Galaxy,Andromeda,12.4,2.9,1,57.7,+,35,55,,True,64.51,93.19,5h12m,22h36m,9.83
236,NGC 759,NGC 759,Galaxy,Andromeda,14.0,2.1,1,57.8,+,36,20,,True,64.65,92.25,5h09m,22h39m,9.88
237,NGC 761,NGC 761,Galaxy,Triangulum,15.0,1.6,1,57.8,+,33,23,,True,63.37,98.36,5h29m,22h19m,9.55
238,NGC 770,NGC 770,Galaxy,Aries,14.0,1.3,1,59.2,+,18,57,,True,54.14,120.03,6h44m,21h07m,8.35
239,NGC 772,NGC 772,Galaxy,Aries,10.3,7.1,1,59.3,+,19,1,,True,54.16,119.94,6h44m,21h07m,8.35
240,NGC 777,NGC 777,Galaxy,Triangulum,12.0,3.0,2,0.2,+,31,26,,True,61.96,101.48,5h44m,22h09m,9.38
241,NGC 779,NGC 779,Galaxy,Cetus,11.0,4.1,1,59.7,-,5,58,,True,33.6,140.03,8h18m,19h33m,6.78
243,NGC 783,NGC 783,Galaxy,Triangulum,13.0,1.8,2,1.1,+,31,52,,True,62.03,100.45,5h42m,22h13m,9.45
244,NGC 784,NGC 784,Galaxy,Triangulum,11.8,6.2,2,1.3,+,28,50,,True,60.34,105.71,6h00m,21h55m,9.15
245,NGC 788,NGC 788,Galaxy,Cetus,12.3,1.8,2,1.1,-,6,49,,True,32.68,140.15,8h23m,19h32m,6.77
246,NGC 803,NGC 803,Galaxy,Aries,12.4,3.3,2,3.8,+,16,2,,True,51.25,121.93,7h01m,20h59m,8.22
247,NGC 812,NGC 812,Galaxy,Andromeda,13.0,3.2,2,6.8,+,44,34,,True,65.07,72.41,3h53m,0h17m,11.52
248,NGC 818,NGC 818,Galaxy,Andromeda,13.0,3.2,2,8.7,+,38,47,,True,63.48,85.3,5h00m,23h09m,10.38
249,NGC 821,NGC 821,Galaxy,Aries,10.8,3.5,2,8.4,+,11,0,,True,46.65,125.49,7h25m,20h44m,7.97
250,NGC 828,NGC 828,Galaxy,Andromeda,13.0,3.2,2,10.2,+,39,12,,True,63.35,84.23,4h58m,23h14m,10.47
251,NGC 833,NGC 833,Galaxy,Cetus,12.7,1.9,2,9.3,-,10,8,,True,28.8,139.94,8h43m,19h28m,6.7
252,NGC 835,NGC 835,Galaxy,Cetus,12.2,1.4,2,9.4,-,10,8,,True,28.79,139.92,8h44m,19h28m,6.7
253,NGC 838,NGC 838,Galaxy,Cetus,12.8,1.7,2,9.6,-,10,9,,True,28.75,139.87,8h44m,19h28m,6.7
254,NGC 839,NGC 839,Galaxy,Cetus,13.0,1.8,2,9.7,-,10,11,,True,28.71,139.87,8h44m,19h28m,6.7
255,NGC 840,NGC 840,Galaxy,Cetus,15.0,2.5,2,10.2,+,7,50,,True,43.86,127.66,7h39m,20h34m,7.8
256,NGC 841,NGC 841,Galaxy,Andromeda,13.0,2.0,2,11.3,+,37,30,,True,62.59,87.59,5h14m,23h01m,10.25
257,NGC 848,NGC 848,Galaxy,Cetus,13.1,1.9,2,10.3,-,10,19,,True,28.52,139.81,8h45m,19h28m,6.7
258,NGC 851,NGC 851,Galaxy,Cetus,15.0,1.5,2,11.2,+,3,47,,True,40.41,130.58,7h55m,20h20m,7.57
259,NGC 858,NGC 858,Galaxy,Cetus,13.0,1.6,2,12.5,-,22,27,,True,17.57,145.51,9h37m,18h40m,5.9
260,NGC 863,NGC 863,Galaxy,Cetus,14.0,1.4,2,14.6,-,0,46,,True,36.16,132.9,8h14m,20h07m,7.35
261,NGC 864,NGC 864,Galaxy,Cetus,11.0,4.6,2,15.5,+,6,0,,True,41.61,127.73,7h51m,20h32m,7.77
262,NGC 869,NGC 869,Open Cluster,Perseus,4.0,30.0,2,19.0,+,57,9,,True,61.98,44.52,---,---,---
263,NGC 871,NGC 871,Galaxy,Aries,13.5,1.3,2,17.2,+,14,33,,True,47.99,119.69,7h20m,21h06m,8.33
264,NGC 877,NGC 877,Galaxy,Aries,11.8,2.3,2,18.0,+,14,33,,True,47.86,119.48,7h21m,21h07m,8.35
265,NGC 884,NGC 884,Open Cluster,Perseus,4.0,30.0,2,22.4,+,57,7,,True,61.54,44.79,---,---,---
266,NGC 890,NGC 890,Galaxy,Triangulum,12.0,2.9,2,22.0,+,33,16,,True,58.86,93.65,5h54m,22h42m,9.93
267,NGC 891,NGC 891,Galaxy,Andromeda,10.0,13.0,2,22.6,+,42,21,,True,61.9,76.27,4h39m,23h59m,11.22
268,NGC 898,NGC 898,Galaxy,Andromeda,14.0,2.1,2,23.3,+,41,57,,True,61.67,77.02,4h44m,23h55m,11.15
269,NGC 899,NGC 899,Galaxy,Cetus,13.0,1.9,2,21.9,-,20,48,,True,18.0,142.68,9h39m,18h57m,6.18
270,NGC 906,NGC 906,Galaxy,Andromeda,14.0,2.0,2,25.2,+,42,6,,True,61.35,76.57,4h44m,23h58m,11.2
271,NGC 907,NGC 907,Galaxy,Cetus,13.0,1.9,2,23.0,-,20,43,,True,17.97,142.37,9h40m,18h59m,6.22
272,NGC 908,NGC 908,Galaxy,Cetus,10.2,5.5,2,23.1,-,21,14,,True,17.51,142.63,9h42m,18h56m,6.17
273,NGC 910,NGC 910,Galaxy,Andromeda,15.0,2.3,2,25.4,+,41,50,,True,61.26,77.09,4h48m,23h56m,11.17
274,NGC 918,NGC 918,Galaxy,Aries,13.0,3.4,2,25.9,+,18,30,,True,49.4,113.28,7h13m,21h31m,8.75
275,NGC 922,NGC 922,Galaxy,Fornax,12.2,1.9,2,25.1,-,24,47,,True,14.19,143.99,10h00m,18h42m,5.93
276,NGC 925,NGC 925,Galaxy,Triangulum,10.0,9.8,2,27.3,+,33,35,,True,58.02,92.16,5h58m,22h49m,10.05
277,NGC 926,NGC 926,Galaxy,Cetus,14.0,2.5,2,26.1,-,0,20,,True,34.91,129.66,8h24m,20h20m,7.57
278,NGC 927,NGC 927,Galaxy,Aries,15.0,1.4,2,26.6,+,12,9,,True,44.68,119.5,7h39m,21h07m,8.35
279,NGC 936,NGC 936,Galaxy,Cetus,10.1,5.2,2,27.6,-,1,9,,True,34.02,129.85,8h29m,20h19m,7.55
280,NGC 941,NGC 941,Galaxy,Cetus,12.4,2.8,2,28.5,-,1,9,,True,33.91,129.64,8h30m,20h20m,7.57
281,NGC 945,NGC 945,Galaxy,Cetus,12.0,2.5,2,28.6,-,10,32,,True,26.05,135.57,9h04m,19h45m,6.98
282,NGC 947,NGC 947,Galaxy,Cetus,12.0,2.6,2,28.5,-,19,4,,True,18.78,140.32,9h38m,19h11m,6.42
283,NGC 948,NGC 948,Galaxy,Cetus,14.0,1.4,2,28.8,-,10,31,,True,26.05,135.52,9h04m,19h45m,6.98
284,NGC 949,NGC 949,Galaxy,Triangulum,11.9,2.8,2,30.8,+,37,8,,True,58.84,85.4,5h36m,23h18m,10.53
285,NGC 955,NGC 955,Galaxy,Cetus,12.0,3.0,2,30.6,-,1,7,,True,33.64,129.1,8h32m,20h22m,7.6
286,NGC 956,NGC 956,Open Cluster,Andromeda,9.0,8.0,2,32.4,+,44,39,,True,60.6,71.05,4h19m,0h42m,11.93
287,NGC 957,NGC 957,Open Cluster,Perseus,7.6,11.0,2,33.6,+,57,32,,True,60.0,44.68,---,---,---
288,NGC 958,NGC 958,Galaxy,Cetus,12.2,2.8,2,30.7,-,2,57,,True,32.12,130.31,8h38m,20h15m,7.48
289,NGC 959,NGC 959,Galaxy,Triangulum,13.0,2.2,2,32.3,+,35,30,,True,57.9,88.05,5h50m,23h07m,10.35
290,NGC 972,NGC 972,Galaxy,Aries,11.3,3.6,2,34.2,+,29,19,,True,54.62,97.52,6h30m,22h31m,9.75
291,NGC 976,NGC 976,Galaxy,Aries,12.4,1.7,2,34.0,+,20,59,,True,49.66,108.46,7h10m,21h50m,9.07
292,NGC 985,NGC 985,Galaxy,Cetus,13.5,1.3,2,34.6,-,8,47,,True,26.72,133.12,9h04m,19h58m,7.2
293,NGC 986,NGC 986,Galaxy,Fornax,11.0,3.7,2,33.6,-,39,2,,True,1.14,149.35,11h38m,17h21m,4.58
294,NGC 988,NGC 988,Galaxy,Cetus,11.0,4.7,2,35.4,-,9,21,,True,26.14,133.28,9h07m,19h57m,7.18
295,NGC 991,NGC 991,Galaxy,Cetus,12.0,2.7,2,35.5,-,7,9,,True,27.96,131.89,8h58m,20h05m,7.32
296,NGC 993,NGC 993,Galaxy,Cetus,15.0,1.1,2,36.7,+,2,3,,True,35.27,125.32,8h26m,20h39m,7.88
297,NGC 1003,NGC 1003,Galaxy,Perseus,11.5,5.4,2,39.3,+,40,52,,True,58.51,77.58,5h11m,23h59m,11.22
298,NGC 1012,NGC 1012,Galaxy,Aries,13.0,2.9,2,39.3,+,30,9,,True,54.14,95.31,6h30m,22h41m,9.92
299,NGC 1015,NGC 1015,Galaxy,Cetus,12.0,3.5,2,38.1,-,1,19,,True,32.36,127.4,8h40m,20h29m,7.72
300,NGC 1016,NGC 1016,Galaxy,Cetus,13.0,2.8,2,38.3,+,2,8,,True,35.09,124.89,8h28m,20h41m,7.92
301,NGC 1019,NGC 1019,Galaxy,Cetus,15.0,1.2,2,38.4,+,1,55,,True,34.9,125.01,8h29m,20h41m,7.92
302,NGC 1022,NGC 1022,Galaxy,Cetus,11.4,2.5,2,38.5,-,6,40,,True,27.94,130.89,9h00m,20h10m,7.4
303,NGC 1023,NGC 1023,Galaxy,Perseus,9.5,8.7,2,40.4,+,39,4,,True,57.75,80.71,5h30m,23h44m,10.97
304,NGC 1024,NGC 1024,Galaxy,Aries,14.0,4.7,2,39.2,+,10,51,,True,41.66,117.55,7h57m,21h14m,8.47
305,NGC 1027,NGC 1027,Open Cluster,Cassiopeia,6.7,20.0,2,42.7,+,61,33,,True,57.79,37.67,---,---,---
306,NGC 1032,NGC 1032,Galaxy,Cetus,13.0,3.6,2,39.4,+,1,6,,True,34.11,125.39,8h32m,20h38m,7.87
307,NGC 1035,NGC 1035,Galaxy,Cetus,13.0,2.2,2,39.5,-,8,8,,True,26.6,131.6,9h06m,20h05m,7.32
308,NGC 1036,NGC 1036,Galaxy,Aries,13.0,2.0,2,40.5,+,19,18,,True,47.41,108.84,7h24m,21h49m,9.05
309,NGC 1042,NGC 1042,Galaxy,Cetus,10.9,4.7,2,40.4,-,8,26,,True,26.23,131.58,9h08m,20h05m,7.32
310,NGC 1044,NGC 1044,Galaxy,Cetus,13.2,0.6,2,41.1,+,8,44,,True,39.77,118.93,8h06m,21h08m,8.37
311,NGC 1047,NGC 1047,Galaxy,Cetus,15.0,1.5,2,40.5,-,8,9,,True,26.44,131.37,9h07m,20h06m,7.33
312,NGC 1048,NGC 1048,Galaxy,Cetus,14.0,1.3,2,40.6,-,8,33,,True,26.11,131.59,9h09m,20h05m,7.32
313,NGC 1052,NGC 1052,Galaxy,Cetus,10.6,2.9,2,41.1,-,8,15,,True,26.28,131.31,9h08m,20h06m,7.33
314,NGC 1055,NGC 1055,Galaxy,Cetus,10.6,7.6,2,41.8,+,0,26,,True,33.24,125.3,8h37m,20h38m,7.87
315,NGC 1058,NGC 1058,Galaxy,Perseus,11.5,3.0,2,43.5,+,37,21,,True,56.57,83.29,5h47m,23h32m,10.77
316,NGC 1067,NGC 1067,Galaxy,Triangulum,15.0,1.3,2,43.8,+,32,31,,True,54.46,90.96,6h21m,22h59m,10.22
317,NGC 1072,NGC 1072,Galaxy,Cetus,14.0,1.7,2,43.5,+,0,18,,True,32.86,124.98,8h39m,20h40m,7.9
318,NGC 1073,NGC 1073,Galaxy,Cetus,11.0,4.9,2,43.7,+,1,23,,True,33.68,124.16,8h36m,20h44m,7.97
319,NGC 1079,NGC 1079,Galaxy,Fornax,11.4,3.1,2,43.7,-,29,0,,True,8.5,142.46,10h40m,18h39m,5.88
320,NGC 1084,NGC 1084,Galaxy,Eridanus,10.6,2.9,2,46.0,-,7,35,,True,26.14,129.77,9h10m,20h14m,7.47
321,NGC 1085,NGC 1085,Galaxy,Cetus,14.0,1.7,2,46.4,+,3,37,,True,35.0,121.82,8h30m,20h55m,8.15
322,NGC 1087,NGC 1087,Galaxy,Cetus,11.0,3.5,2,46.4,-,0,30,,True,31.78,124.88,8h45m,20h40m,7.9
323,NGC 1090,NGC 1090,Galaxy,Cetus,11.9,3.8,2,46.6,-,0,15,,True,31.96,124.66,8h44m,20h41m,7.92
324,NGC 1094,NGC 1094,Galaxy,Cetus,14.0,1.4,2,47.5,-,0,17,,True,31.79,124.48,8h45m,20h42m,7.93
325,NGC 1097,NGC 1097,Galaxy,Fornax,9.3,9.3,2,46.3,-,30,17,,True,7.14,142.65,10h50m,18h35m,5.82
326,NGC 1104,NGC 1104,Galaxy,Cetus,15.0,1.3,2,48.6,-,0,16,,True,31.62,124.2,8h47m,20h43m,7.95
327,NGC 1134,NGC 1134,Galaxy,Aries,13.0,2.5,2,53.6,+,13,0,,True,40.79,112.15,8h03m,21h37m,8.85
328,NGC 1140,NGC 1140,Galaxy,Eridanus,12.5,1.4,2,54.6,-,10,2,,True,22.93,129.43,9h28m,20h13m,7.45
329,NGC 1143,NGC 1143,Galaxy,Cetus,13.5,1.1,2,55.1,-,0,10,,True,30.69,122.63,8h53m,20h50m,8.07
330,NGC 1156,NGC 1156,Galaxy,Aries,11.7,3.1,2,59.7,+,25,14,,True,47.65,97.85,7h16m,22h35m,9.82
331,NGC 1160,NGC 1160,Galaxy,Perseus,13.0,1.6,3,1.2,+,44,58,,True,55.63,68.46,4h42m,1h17m,12.52
332,NGC 1161,NGC 1161,Galaxy,Perseus,13.0,3.1,3,1.2,+,44,55,,True,55.61,68.56,4h43m,1h16m,12.5
333,NGC 1167,NGC 1167,Galaxy,Perseus,12.3,3.1,3,1.7,+,35,12,,True,52.36,84.13,6h21m,23h35m,10.82
334,NGC 1169,NGC 1169,Galaxy,Perseus,11.7,4.4,3,3.6,+,46,23,,True,55.51,65.84,4h16m,1h47m,13.02
335,NGC 1171,NGC 1171,Galaxy,Perseus,13.0,3.2,3,4.0,+,43,24,,True,54.78,70.91,5h07m,0h57m,12.18
336,NGC 1172,NGC 1172,Galaxy,Eridanus,12.0,2.2,3,1.6,-,14,50,,True,18.03,130.92,9h54m,20h02m,7.27
337,NGC 1175,NGC 1175,Galaxy,Perseus,12.8,2.5,3,4.5,+,42,20,,True,54.39,72.62,5h21m,0h44m,11.97
338,NGC 1179,NGC 1179,Galaxy,Eridanus,12.0,4.6,3,2.6,-,18,54,,True,14.58,133.15,10h11m,19h46m,7.0
339,NGC 1184,NGC 1184,Galaxy,Cepheus,13.0,3.0,3,16.6,+,80,48,,True,47.28,10.67,---,---,---
340,NGC 1186,NGC 1186,Galaxy,Perseus,13.0,3.3,3,5.5,+,42,50,,True,54.36,71.71,5h16m,0h51m,12.08
341,NGC 1187,NGC 1187,Galaxy,Eridanus,11.0,5.0,3,2.6,-,22,52,,True,11.33,135.47,10h29m,19h28m,6.7
342,NGC 1193,NGC 1193,Open Cluster,Perseus,13.0,2.0,3,5.8,+,44,23,,True,54.68,69.1,4h55m,1h13m,12.45
343,NGC 1199,NGC 1199,Galaxy,Eridanus,11.5,2.2,3,3.6,-,15,37,,True,17.11,130.98,9h59m,20h00m,7.23
344,NGC 1201,NGC 1201,Galaxy,Fornax,10.6,4.4,3,4.1,-,26,4,,True,8.52,137.02,10h46m,19h15m,6.48
345,NGC 1209,NGC 1209,Galaxy,Eridanus,11.4,2.6,3,6.0,-,15,37,,True,16.78,130.48,10h01m,20h03m,7.28
346,NGC 1218,NGC 1218,Galaxy,Cetus,12.8,1.3,3,8.4,+,4,7,,True,31.81,116.43,8h51m,21h18m,8.53
347,NGC 1220,NGC 1220,Open Cluster,Perseus,12.0,2.0,3,11.7,+,53,20,,True,54.99,53.43,---,---,---
348,NGC 1222,NGC 1222,Galaxy,Eridanus,14.0,1.3,3,8.9,-,2,58,,True,26.36,121.58,9h17m,20h53m,8.12
349,NGC 1224,NGC 1224,Galaxy,Perseus,16.0,1.7,3,11.3,+,41,22,,True,52.91,73.56,5h38m,0h40m,11.9
350,NGC 1229,NGC 1229,Galaxy,Eridanus,14.0,1.9,3,8.2,-,22,58,,True,10.53,134.45,10h35m,19h34m,6.8
351,NGC 1232,NGC 1232,Galaxy,Eridanus,9.9,7.8,3,9.8,-,20,35,,True,12.25,132.74,10h26m,19h46m,7.0
352,NGC 1233,NGC 1233,Galaxy,Perseus,13.2,2.1,3,12.5,+,39,19,,True,51.99,76.58,5h59m,0h22m,11.6
353,NGC 1241,NGC 1241,Galaxy,Eridanus,13.0,3.0,3,11.3,-,8,55,,True,21.35,125.16,9h41m,20h34m,7.8
354,NGC 1242,NGC 1242,Galaxy,Eridanus,14.0,1.3,3,11.3,-,8,54,,True,21.36,125.13,9h41m,20h34m,7.8
355,NGC 1245,NGC 1245,Open Cluster,Perseus,8.4,10.0,3,14.7,+,47,15,,True,53.79,63.74,4h02m,2h23m,13.62
356,NGC 1247,NGC 1247,Galaxy,Eridanus,13.0,3.6,3,12.2,-,10,29,,True,19.97,125.97,9h47m,20h29m,7.72
357,NGC 1248,NGC 1248,Galaxy,Eridanus,14.0,1.3,3,12.8,-,5,13,,True,24.0,122.34,9h29m,20h49m,8.05
359,NGC 1250,NGC 1250,Galaxy,Perseus,14.0,2.7,3,15.4,+,41,21,,True,52.18,73.17,5h42m,0h44m,11.97
360,NGC 1253,NGC 1253,Galaxy,Eridanus,12.0,4.8,3,14.1,-,2,49,,True,25.64,120.37,9h21m,20h59m,8.22
361,NGC 1255,NGC 1255,Galaxy,Fornax,11.1,4.1,3,13.5,-,25,44,,True,7.6,135.07,10h53m,19h26m,6.67
362,NGC 1260,NGC 1260,Galaxy,Perseus,14.0,1.7,3,17.5,+,41,24,,True,51.82,72.88,5h44m,0h47m,12.02
364,NGC 1265,NGC 1265,Galaxy,Perseus,15.0,2.1,3,18.3,+,41,52,,True,51.82,72.11,5h40m,0h53m,12.12
365,NGC 1267,NGC 1267,Galaxy,Perseus,15.0,1.4,3,18.7,+,41,28,,True,51.61,72.66,5h45m,0h49m,12.05
366,NGC 1268,NGC 1268,Galaxy,Perseus,15.0,1.2,3,18.8,+,41,29,,True,51.62,72.63,5h44m,0h49m,12.05
367,NGC 1270,NGC 1270,Galaxy,Perseus,12.9,1.1,3,19.0,+,41,28,,True,51.57,72.64,5h45m,0h49m,12.05
368,NGC 1272,NGC 1272,Galaxy,Perseus,15.0,2.5,3,19.3,+,41,29,,True,51.51,72.57,5h45m,0h50m,12.07
369,NGC 1273,NGC 1273,Galaxy,Perseus,12.9,1.4,3,19.4,+,41,32,,True,51.51,72.48,5h45m,0h50m,12.07
370,NGC 1274,NGC 1274,Galaxy,Perseus,15.0,0.6,3,19.7,+,41,33,,True,51.47,72.45,5h45m,0h51m,12.08
371,NGC 1275,NGC 1275,Galaxy,Perseus,11.6,2.6,3,19.8,+,41,31,,True,51.44,72.49,5h45m,0h50m,12.07
372,NGC 1277,NGC 1277,Galaxy,Perseus,13.5,0.8,3,19.8,+,41,34,,True,51.45,72.39,5h45m,0h51m,12.08
373,NGC 1278,NGC 1278,Galaxy,Perseus,12.6,1.7,3,19.9,+,41,33,,True,51.44,72.4,5h45m,0h51m,12.08
374,NGC 1281,NGC 1281,Galaxy,Perseus,13.5,0.7,3,20.1,+,41,38,,True,51.42,72.28,5h44m,0h52m,12.1
375,NGC 1282,NGC 1282,Galaxy,Perseus,14.0,1.7,3,20.2,+,41,22,,True,51.32,72.67,5h47m,0h49m,12.05
376,NGC 1283,NGC 1283,Galaxy,Perseus,16.0,1.3,3,20.3,+,41,24,,True,51.32,72.62,5h47m,0h50m,12.07
377,NGC 1288,NGC 1288,Galaxy,Fornax,12.1,2.3,3,17.2,-,32,35,,True,1.77,138.42,11h35m,18h52m,6.1
378,NGC 1292,NGC 1292,Galaxy,Fornax,13.0,3.2,3,18.2,-,27,37,,True,5.49,135.32,11h07m,19h21m,6.58
379,NGC 1293,NGC 1293,Galaxy,Perseus,15.0,1.1,3,21.6,+,41,24,,True,51.08,72.5,5h48m,0h51m,12.08
380,NGC 1294,NGC 1294,Galaxy,Perseus,13.1,1.8,3,21.7,+,41,22,,True,51.06,72.54,5h49m,0h51m,12.08
381,NGC 1297,NGC 1297,Galaxy,Eridanus,13.0,2.3,3,19.2,-,19,6,,True,12.12,130.01,10h29m,20h02m,7.27
382,NGC 1298,NGC 1298,Galaxy,Eridanus,14.0,1.5,3,20.2,-,2,6,,True,25.2,118.59,9h25m,21h08m,8.37
383,NGC 1300,NGC 1300,Galaxy,Eridanus,10.4,6.5,3,19.7,-,19,25,,True,11.81,130.12,10h31m,20h01m,7.25
384,NGC 1302,NGC 1302,Galaxy,Fornax,11.0,4.4,3,19.9,-,26,4,,True,6.51,134.11,11h01m,19h30m,6.73
385,NGC 1305,NGC 1305,Galaxy,Eridanus,15.0,1.9,3,21.4,-,2,19,,True,24.86,118.49,9h27m,21h08m,8.37
386,NGC 1309,NGC 1309,Galaxy,Eridanus,11.6,2.3,3,22.1,-,15,24,,True,14.63,127.14,10h16m,20h20m,7.57
388,NGC 1315,NGC 1315,Galaxy,Eridanus,13.0,1.8,3,23.1,-,21,23,,True,9.78,130.67,10h42m,19h56m,7.17
391,NGC 1319,NGC 1319,Galaxy,Eridanus,14.0,1.3,3,23.9,-,21,32,,True,9.54,130.61,10h44m,19h56m,7.17
392,NGC 1320,NGC 1320,Galaxy,Eridanus,14.0,1.9,3,24.8,-,3,1,,True,23.75,118.3,9h33m,21h09m,8.38
393,NGC 1325,NGC 1325,Galaxy,Eridanus,11.6,4.6,3,24.4,-,21,33,,True,9.46,130.53,10h45m,19h56m,7.17
395,NGC 1331,NGC 1331,Galaxy,Eridanus,14.0,1.1,3,26.5,-,21,21,,True,9.32,130.03,10h46m,19h59m,7.22
396,NGC 1332,NGC 1332,Galaxy,Eridanus,10.3,4.6,3,26.3,-,21,20,,True,9.36,130.05,10h45m,19h59m,7.22
397,NGC 1337,NGC 1337,Galaxy,Eridanus,11.7,6.8,3,28.1,-,8,23,,True,19.16,121.35,9h55m,20h53m,8.12
398,NGC 1339,NGC 1339,Galaxy,Fornax,13.0,2.3,3,28.1,-,32,17,,True,0.75,136.4,11h44m,19h04m,6.3
400,NGC 1342,NGC 1342,Open Cluster,Perseus,6.7,14.0,3,31.6,+,37,20,,True,47.79,77.12,6h35m,0h25m,11.65
401,NGC 1343,NGC 1343,Galaxy,Cassiopeia,12.3,2.8,3,37.8,+,72,34,,True,49.46,22.74,---,---,---
402,NGC 1345,NGC 1345,Galaxy,Eridanus,13.7,1.4,3,29.4,-,17,48,,True,11.68,127.21,10h33m,20h17m,7.52
405,NGC 1353,NGC 1353,Galaxy,Eridanus,11.4,3.4,3,32.1,-,20,49,,True,8.95,128.66,10h49m,20h07m,7.35
406,NGC 1355,NGC 1355,Galaxy,Eridanus,13.1,1.8,3,33.4,-,5,0,,True,20.88,117.94,9h48m,21h10m,8.4
407,NGC 1357,NGC 1357,Galaxy,Eridanus,13.0,2.4,3,33.2,-,13,40,,True,14.3,123.84,10h21m,20h38m,7.87
408,NGC 1358,NGC 1358,Galaxy,Eridanus,12.1,2.8,3,33.7,-,5,5,,True,20.76,117.95,9h49m,21h10m,8.4
409,NGC 1359,NGC 1359,Galaxy,Eridanus,12.2,1.9,3,33.8,-,19,29,,True,9.72,127.49,10h45m,20h14m,7.47
411,NGC 1366,NGC 1366,Galaxy,Fornax,13.0,2.7,3,33.9,-,31,12,,True,0.85,134.76,11h43m,19h17m,6.52
413,NGC 1376,NGC 1376,Galaxy,Eridanus,13.0,2.0,3,37.1,-,5,3,,True,20.23,117.23,9h52m,21h14m,8.47
417,NGC 1385,NGC 1385,Galaxy,Fornax,11.2,3.0,3,37.5,-,24,30,,True,5.34,129.98,11h11m,19h56m,7.17
421,NGC 1393,NGC 1393,Galaxy,Eridanus,14.0,1.8,3,38.6,-,18,26,,True,9.83,125.91,10h45m,20h24m,7.63
422,NGC 1394,NGC 1394,Galaxy,Eridanus,14.0,1.5,3,39.1,-,18,17,,True,9.86,125.74,10h45m,20h25m,7.65
423,NGC 1395,NGC 1395,Galaxy,Eridanus,11.0,3.2,3,38.5,-,23,2,,True,6.32,128.87,11h05m,20h04m,7.3
