,name,alt_name,ra,dec,vmag,multiple,class,bii,lii,parallax,distance,absmag
992,HR 3156,,08 00 49.90,-54 09 05.0,5.87,,STARB5V,-12.3678,268.022,,678.0797873121027,-3.28640399404512
993,HR 5234,,13 56 19.80,-54 07 54.8,6.14,W,STARA1V,7.5381,312.436,0.012,465.9376824244591,-2.2016391758429927
994,HR 2587,,06 52 46.90,-54 05 24.0,6.57,,STARG5I,-21.485,263.86,,1853.1612369154623,-4.769566036843528
995,HR 5937,,15 59 54.00,-54 01 16.0,6.1,,STARB5IV,-0.7552,328.431,,1347.753626847609,-4.548052546012121
996,HR 23  ,,00 09 02.40,-54 00 06.8,6.33,W,STARG4IV,-62.016,316.253,0.009,465.9376824244591,-2.0116391758429923
997,HR 4497,,11 40 42.60,-53 58 07.0,5.96,,STARM1III,7.4715,292.551,,905.9899380475593,-3.825616872077841
998,HR 8774,KapGru,23 04 39.60,-53 57 54.0,5.37,,STARK5III,-56.7715,331.766,0.012,367.7073029279835,-2.4575112767556453
999,HR 3875,,09 43 42.19,-53 53 30.1,5.56,,STARA0IV,-0.5873,277.429,,349.9531949539929,-2.1600498141443696
1000,HR 4882,,12 52 24.60,-53 49 45.8,6.24,W,STARG8I,9.0421,303.077,,1469.1728725095556,-4.595364503661084
1001,HR 6055,,16 16 43.10,-53 48 40.0,5.44,,STARM2III,-2.2692,330.403,0.02,564.2843904794487,-3.317490183811632
1002,HR 8895,,23 23 54.31,-53 48 29.9,6.15,W,STARA4III,-58.8327,328.099,,480.3481262107826,-2.257780504511768
1003,HR 506 ,,01 42 29.30,-53 44 26.2,5.52,,STARF9V,-61.7696,286.897,,56.56544878548758,1.7572438143466673
1004,HR 4134,,10 31 21.79,-53 42 56.2,4.89,W,STARF6V,3.6567,283.037,0.05,71.50983944247345,0.6181709852904129
1005,HR 202 ,,00 45 00.00,-53 42 54.0,6.15,,STARF7III,-63.3866,305.058,,152.19616318111125,0.23798147929486646
1006,HR 8211,,21 29 00.31,-53 42 20.9,6.39,,STARK2III,-44.575,342.888,,433.14259986337504,-1.793154494910774
1007,HR 6022,,16 13 16.80,-53 40 18.1,5.83,,STARM0I,-1.8171,330.131,,3433.225028390751,-6.848511349470039
1008,HR 3840,,09 37 12.31,-53 40 07.0,5.45,W,STARA2V,-1.0519,276.56,,233.8038549800153,-1.3942583378661952
1009,HR 5308,,14 13 16.39,-53 39 56.9,5.56,,STARK5III,7.2803,314.983,0.009,1370.4049483072326,-5.124244590631719
1010,HR 8501,,22 18 15.60,-53 37 40.1,5.37,W,STARG3V,-51.3868,339.01,0.083,45.71858392165985,2.0695361490973996
1011,HR 2554,,06 49 51.31,-53 37 19.9,4.4,,STARG6II,-21.763,263.244,0.025,544.5014652706534,-4.279995263967722
1012,HR 6622,,17 50 28.20,-53 36 43.9,5.92,W,STARB2V,-13.1953,338.94,,823.6272164068722,-3.6586534462867153
1013,HR 3611,,09 03 05.21,-53 32 58.9,6.4,,STARB6V,-4.5583,272.909,,937.2309703940269,-3.459233156181373
1014,HR 520 ,,01 46 06.31,-53 31 18.8,5.04,,STARA1V,-61.7365,285.676,0.023,198.87584005922037,-1.4529101356757872
1015,HR 5319,,14 15 21.19,-53 30 34.9,6.39,,STARK3III,7.3303,315.328,,827.8080652211202,-3.1996482667864043
1016,HR 8655,EtaGru,22 45 37.90,-53 30 01.1,4.85,W,STARK2III,-54.9002,335.599,0.005,459.3751798551005,-3.460837632318901
1017,HR 5132,EpsCen,13 39 53.21,-53 27 59.0,2.3,W,STARB1III,8.7211,310.192,,427.4657636921643,-5.8545066861398745
1018,HR 1563,IotPic,04 50 55.20,-53 27 41.0,5.61,W,STARF0IV,-39.2223,261.274,,120.93302843793897,0.19727535635017812
1019,HR 1564,IotPic,04 50 56.30,-53 27 34.9,6.42,W,STARF4V,-39.2198,261.272,,104.60435461742188,1.3222511783498359
1020,HR 4951,,13 07 38.30,-53 27 34.9,5.71,,STARB8V,9.3352,305.374,,327.4662426677926,-1.8658326837957846
1021,HR 8140,TheInd,21 19 52.01,-53 26 58.9,4.39,W,STARA5V,-43.3196,343.685,0.043,97.12816488895812,-0.5467259169041272
1022,HR 3440,,08 39 23.81,-53 26 22.9,5.48,,STARB5V,-7.2192,270.586,,499.4737790154998,-3.0125634695389074
1023,HR 5297,,14 09 54.79,-53 26 21.1,4.75,W,STARG9III,7.6494,314.574,0.017,176.3007447011467,-1.4812707338992084
1024,HR 479 ,,01 38 48.19,-53 26 20.0,6.84,W,STARF5IV,-62.2665,287.703,,379.25160197339693,-1.054637119696439
1025,HR 2114,,05 57 14.40,-53 25 34.0,6.45,W,STARK5III,-29.3693,261.272,,836.2984043515934,-3.16180634078178
1026,HR 7297,,19 18 09.41,-53 23 12.1,6.38,,STARF7V,-25.3248,343.878,,148.92985282973578,0.5150911982863144
1027,HR 3753,,09 26 18.10,-53 22 45.1,5.11,,STARB6V,-1.9438,275.176,,408.20572928300544,-2.94439547934432
1028,HR 5217,,13 53 43.10,-53 22 25.0,5.89,,STARB5III,8.3681,312.247,,953.6736189974309,-4.006998845633603
1029,HR 3955,,10 01 40.49,-53 21 51.8,6.2,,STARB2V,1.491,279.177,,1430.5104284961465,-4.577455140912008
1030,HR 6530,,17 35 19.99,-53 21 10.1,6.1,,STARB9III,-11.1085,338.035,,856.0534847693475,-3.5625044975361817
1031,HR 2971,,07 39 00.41,-53 16 23.9,6.06,W,STARB9IV,-14.8207,265.681,,621.2502432326121,-2.9063328588844923
1032,HR 8114,,21 15 45.91,-53 15 47.2,5.75,W,STARA6IV,-42.7605,344.111,,396.78391447338373,-2.2427702882140252
1033,HR 6314,Eps2Ara,17 03 08.81,-53 14 12.8,5.29,W,STARF6V,-7.0576,335.411,0.039,85.898440267875,0.6200736097847086
1034,HR 4360,,11 13 39.31,-53 13 54.1,5.76,,STARK2III,6.8749,288.484,,400.68351068442433,-2.254007351468271
1035,HR 3386,,08 32 04.80,-53 12 43.9,5.69,W,STARK0III,-7.9658,269.749,,913.6032988714885,-4.113788295353309
1036,HR 5869,,15 50 06.89,-53 12 33.8,5.77,W,STARB9V,0.7963,327.834,,317.27274095050717,-1.737163802617994
1037,HR 7411,,19 32 53.81,-53 11 08.9,5.75,,STARF0,-27.4516,344.556,,361.5924364713097,-2.0410966882045685
1038,HR 5380,,14 23 48.41,-53 10 36.1,6.0,,STARK1III,7.2192,316.638,,344.41011372452095,-1.6853794808979092
1039,HR 6295,Eps1Ara,16 59 35.11,-53 09 38.2,4.06,,STARK4III,-6.5873,335.147,0.005,360.7924532047803,-3.7262872235374616
1040,HR 4417,,11 26 47.30,-53 09 36.0,5.81,W,STARK0III,7.626,290.318,,624.8206469293513,-3.168776860902966
1041,HR 6207,,16 44 39.79,-53 09 09.0,5.96,W,STARG8III,-4.8468,333.735,,795.5033602368815,-3.5432100923156007
1042,HR 6632,,17 51 10.99,-53 07 50.2,6.09,,STARB9III,-13.0622,339.428,,567.2284829515154,-2.6787901524661244
1043,HR 3467,,08 42 25.49,-53 06 50.0,4.86,W,STARB3IV,-6.6617,270.6,,484.6305760729887,-3.5670540547943936
1044,HR 3180,,08 05 04.01,-53 06 29.2,5.53,,STARK3III,-11.3017,267.421,0.02,378.3716678620898,-2.359593046790713
1045,HR 3466,,08 42 18.91,-53 06 00.0,5.52,W,STARB8,-6.6663,270.579,,483.19463362536504,-2.9006105117591527
1046,HR 3435,,08 38 44.90,-53 05 26.2,6.47,W,STARB8V,-7.0872,270.246,,467.27274741707936,-1.8778522627984726
1047,HR 3350,,08 27 36.50,-53 05 19.0,5.09,,STARA9III,-8.4427,269.257,0.021,195.77213547246183,-1.368754390560433
1048,HR 6059,,16 17 20.90,-53 05 12.1,6.33,W,STARA8IV,-1.8143,330.975,,266.032934500099,-0.7946770250022954
1049,HR 3442,,08 39 57.60,-53 03 18.0,5.19,W,STARB4IV,-6.9204,270.327,,482.4798486643807,-3.2273958962060973
1050,HR 3448,,08 40 17.40,-53 00 55.1,5.61,,STARB7V,-6.8569,270.325,,504.88603358687527,-2.9059667859388574
1051,HR 3117,ChiCar,07 56 46.70,-52 58 55.9,3.47,,STARB3IV,-12.3201,266.677,0.004,454.89034546320977,-4.819533597575274
1052,HR 2435,,06 34 58.61,-52 58 32.2,4.39,,STARA0II,-23.7349,261.929,,1364.6710363896293,-6.2851398711735875
1053,HR 3837,,09 36 46.30,-52 56 39.1,6.19,,STARK0III,-0.5559,276.028,,387.3591184051323,-1.750568918416028
1054,HR 7134,LamTel,18 58 27.70,-52 56 19.0,4.87,,STARA0V,-22.3526,343.574,,611.925661720678,-4.063493330781416
1055,HR 3447,,08 40 17.59,-52 55 18.8,3.62,,STARB3IV,-6.8001,270.251,,493.4287105856602,-4.846122078486076
1056,HR 6954,,18 34 31.20,-52 53 30.8,6.22,,STARK2III,-18.9077,342.426,,548.1619793228931,-2.47454454727153
1057,HR 7521,,19 48 55.10,-52 53 17.2,6.25,,STARK1III,-29.7952,345.272,,721.5849064095606,-3.0414372018573665
1058,HR 7673,XiTel,20 07 23.21,-52 52 50.9,4.94,,STARM1II,-32.5705,345.552,0.014,705.9661854916047,-4.303919498133649
1059,HR 1365,,04 18 40.01,-52 51 36.0,6.09,W,STARF7IV,-44.0859,261.585,,241.7764104500529,-0.8270696275547547
1060,HR 3503,,08 48 00.19,-52 51 02.2,6.3,,STARB8V,-5.8383,270.913,,506.45400263528165,-2.2227000391152165
1061,HR 5207,,13 52 04.80,-52 48 42.1,5.25,W,STARB9V,8.9725,312.141,-0.001,362.7990853138169,-2.5483309172481334
1062,HR 5556,,14 56 17.30,-52 48 34.9,5.38,,STARA2III,5.5575,321.276,,208.14063669248333,-1.2117843935713273
1063,HR 3341,,08 26 25.20,-52 48 27.0,6.05,,STARA0V,-8.4301,268.92,,226.18334098274713,-0.7223030739972254
1064,HR 2341,,06 24 48.19,-52 48 23.0,6.51,,STARK5III,-25.1898,261.362,,,
1065,HR 4872,,12 50 57.91,-52 47 15.0,5.73,,STARA5V,10.0843,302.859,,420.84693896402763,-2.3906208633827255
1066,HR 2044,,05 50 28.61,-52 46 04.1,6.35,W,STARK0III,-30.3047,260.387,,883.8926224854238,-3.381997545118976
1067,HR 8747,ZetGru,23 00 52.80,-52 45 15.1,4.12,,STARG8III,-57.1578,334.111,0.039,132.85392166888855,-1.4968718936193417
1068,HR 5026,,13 20 37.80,-52 44 53.2,5.48,,STARB6V,9.8698,307.408,,399.2122126035758,-2.5260190932521986
1069,HR 9069,PiPhe,23 58 55.80,-52 44 44.9,5.13,,STARK0III,-62.5758,320.299,0.016,262.1835833578146,-1.9630274741402767
1070,HR 8233,,21 33 17.71,-52 44 15.0,6.41,,STARK4III,-45.4475,343.973,,817.4345305692266,-3.1522648974805367
1071,HR 2278,,06 17 51.70,-52 43 59.2,6.41,,STARK2III,-26.2029,261.046,,858.3062570976878,-3.2582113928302263
1072,HR 3574,,08 56 19.39,-52 43 25.0,4.69,W,STARB5V,-4.7858,271.616,0.02,375.7561955035961,-3.1845307500318185
1073,HR 8907,OmiGru,23 26 36.60,-52 43 18.1,5.52,,STARF4V,-59.9257,328.858,,103.73930588330833,0.4402833109225739
1074,HR 2326,AlpCar,06 23 57.10,-52 41 44.9,-0.72,,STARF0II,-25.2922,261.212,0.028,309.1529646418212,-8.17086707774572
1075,HR 8611,,22 39 08.40,-52 41 31.9,6.65,W,STARF1III,-54.5574,337.71,,391.0747934018242,-1.3112991227255826
1076,HR 1227,,03 54 34.01,-52 41 26.2,6.46,W,STARA4V,-47.6356,262.791,,386.4412058022765,-1.475417142786001
1077,HR 5427,,14 33 29.90,-52 40 48.0,5.87,W,STARK0III,7.1415,318.191,,366.88006490114896,-1.9526205710632079
1078,HR 2884,,07 29 59.59,-52 39 04.0,5.87,,STARK0III,-15.7882,264.503,,350.705782470023,-1.854714633144602
1079,HR 3941,,09 57 10.90,-52 38 20.0,6.12,,STARB3IV,1.657,278.199,,2104.234694820138,-5.495470885062819
1080,HR 2094,,05 54 50.21,-52 38 07.1,5.29,,STARF0V,-29.6335,260.32,0.034,115.20889357015943,-0.017430029088761678
1081,HR 3100,,07 55 00.50,-52 34 59.2,6.38,,STARB8III,-12.3613,266.187,,1087.1879256570712,-3.801523102315965
1082,HR 821 ,,02 44 10.70,-52 34 14.2,6.15,,STARA2V,-57.0219,271.102,,349.5781111437528,-1.5677211571817757
1083,HR 4965,,13 10 58.39,-52 34 00.8,6.06,,STARA0,10.1905,305.946,,368.12232245724766,-1.7699607664790227
1084,HR 778 ,EtaHor,02 37 24.41,-52 32 35.2,5.31,,STARA6V,-57.821,272.308,0.025,136.5242267463882,-0.3660486271648873
1085,HR 2934,,07 35 39.70,-52 32 02.0,4.94,,STARK3III,-14.9574,264.766,0.012,402.6621946878042,-3.0847042815210273
1086,HR 2767,,07 15 21.00,-52 29 58.9,5.97,,STARK1III,-17.7778,263.451,,410.2595945875741,-2.0952937326319256
1087,HR 7714,,20 14 19.01,-52 26 44.2,5.65,,STARK4III,-33.6014,346.125,0.02,698.4076610216732,-3.5705449730837167
1088,HR 5865,,15 48 50.30,-52 26 17.2,6.07,W,STARK2III,1.5194,328.165,,772.882411604553,-3.370567121105907
1089,HR 2515,,06 45 53.69,-52 24 36.0,5.8,,STARK3III,-21.9902,261.809,,1811.9798760951187,-5.490766850397744
1090,HR 5495,,14 47 01.30,-52 23 01.0,5.21,W,STARG8III,6.5691,320.203,0.021,252.2477785747265,-1.7991367515123065
1091,HR 140 ,,00 34 27.79,-52 22 23.2,5.57,,STARF3IV,-64.5557,308.968,0.038,83.82327877078421,0.9531767781044369
1092,HR 5798,,15 38 49.51,-52 22 22.1,5.44,W,STARA0V,2.5004,326.992,0.015,407.18648901013904,-2.608966795493088
1093,HR 4638,RhoCen,12 11 39.10,-52 22 07.0,3.96,,STARB3V,10.0276,296.784,0.032,275.70277066536045,-3.2422056527746257
1094,HR 8269,,21 39 59.69,-52 21 33.1,6.21,,STARF7III,-46.5306,344.098,,630.8633998010085,-2.789676660444564
1095,HR 7213,RhoTel,19 06 19.90,-52 20 26.9,5.16,,STARF7V,-23.3467,344.541,0.022,191.96961606658115,-1.2561624815690493
1096,HR 2416,,06 33 26.09,-52 19 44.0,6.19,,STARG8III,-23.8037,261.181,,649.7138997950625,-2.87361079018918
1097,HR 1818,ThePic,05 24 46.20,-52 18 59.0,6.27,W,STARA0V,-34.1757,259.563,0.004,533.8074921393148,-2.3669233247015065
1098,HR 2813,,07 20 21.41,-52 18 42.1,6.05,W,STARF0IV,-16.9996,263.57,0.038,113.44569659030309,0.7760598692139693
1099,HR 2814,,07 20 21.70,-52 18 34.9,6.6,W,STARG0V,-16.9982,263.569,0.038,113.44569659030309,1.3260598692139691
1100,HR 6483,,17 27 57.60,-52 17 49.9,5.75,W,STARK2III,-9.6061,338.352,,355.6776201713429,-2.005282697564173
1101,HR 6275,,16 56 28.70,-52 17 02.0,5.94,,STARB9V,-5.6767,335.55,,371.05389954166253,-1.9071850005454172
1102,HR 5498,,14 47 12.31,-52 12 20.2,6.07,W,STARA1III,6.7174,320.306,,2434.0028186352342,-5.86160538409024
1103,HR 2513,,06 45 26.09,-52 12 04.0,6.57,,STARG6I,-21.9988,261.572,,3977.516801184407,-6.428060113995691
1104,HR 3605,,09 01 44.59,-52 11 17.9,5.23,W,STARB9,-3.8109,271.75,0.008,437.2069406127632,-2.973435238550934
1105,HR 3978,,10 06 07.10,-52 11 17.2,6.52,,STARK1III,2.8364,279.018,,436.03793809775584,-1.6776213865919711
1106,HR 5036,,13 22 16.20,-52 10 59.2,5.83,,STARB2I,10.4014,307.728,,17166.12514195376,-10.343361371150136
1107,HR 1742,,05 15 38.90,-52 10 54.8,6.49,,STARK2III,-35.5707,259.386,,748.0650864612876,-2.879696929571347
1108,HR 2322,,06 23 37.70,-52 10 52.0,5.98,,STARG8III,-25.2304,260.645,,,
1109,HR 4010,,10 12 22.99,-52 09 47.9,6.16,,STARK2III,3.413,279.788,,359.5990933816112,-1.6190929406138004
1110,HR 5230,,13 55 12.19,-52 09 40.0,5.71,,STARB9V,9.4888,312.767,,386.89961767155563,-2.227991502790565
1111,HR 3542,,08 52 40.80,-52 07 45.1,6.39,W,STARA0V,-4.8309,270.801,,453.625003751212,-1.893484923999865
1112,HR 3300,,08 22 55.20,-52 07 26.0,5.85,,STARA0V,-8.4856,268.046,,238.94240124331236,-1.041466119030403
1113,HR 4939,,13 05 30.79,-52 06 54.0,6.43,,STARM1III,10.6967,305.13,,1199.1043297688286,-3.9642848557432835
1114,HR 2049,,05 50 53.21,-52 06 32.0,5.17,,STARG8III,-30.1716,259.637,0.023,260.7165289345495,-1.910842827447178
1115,HR 7087,KapTel,18 52 39.60,-52 06 27.0,5.17,,STARG8III,-21.2698,344.161,0.014,267.5606051658092,-1.967110847822367
1116,HR 5649,ZetLup,15 12 17.09,-52 05 57.1,3.41,W,STARG8III,4.984,323.759,0.043,117.32243802054725,-1.9369053963238958
1117,HR 2815,,07 20 38.69,-52 05 10.0,5.39,,STARB9II,-16.872,263.37,,544.5014652706534,-3.2899952639677217
1118,HR 1727,,05 13 53.30,-52 01 52.0,6.05,,STARK3III,-35.8423,259.204,,648.4222220618716,-3.0092894506346397
1119,HR 2698,,07 07 13.30,-51 58 04.1,5.96,,STARK0III,-18.7493,262.459,,602.8768534142724,-2.94114305038143
1120,HR 6475,,17 26 56.30,-51 56 57.1,6.19,,STARB8V,-9.2864,338.564,,564.2843904794487,-2.567490183811631
1121,HR 7093,,18 53 12.10,-51 55 52.0,6.31,,STARB4III,-21.2971,344.368,,1148.4379496377514,-3.9905376756790893
1122,HR 7920,EtaInd,20 44 02.30,-51 55 16.0,4.51,,STARA7III,-38.1624,346.69,0.049,78.8388633543924,0.026298228563284454
1123,HR 8898,,23 24 13.10,-51 53 29.0,5.75,,STARM0III,-60.3136,330.505,,683.7659909792901,-3.424537480713706
1124,HR 6585,MuAra,17 44 08.71,-51 50 03.1,5.15,,STARG3IV,-11.4981,340.06,0.077,50.89831112626738,1.616483139466629
1125,HR 2400,,06 31 18.29,-51 49 34.0,5.6,,STARF8V,-23.9992,260.561,,120.21982222525668,0.20011959289370296
1126,HR 4296,,11 00 08.59,-51 49 04.1,6.15,W,STARA3III,7.3616,286.018,,191.8566927630126,-0.2648847690229079
1127,HR 3990,,10 08 56.30,-51 48 40.0,4.86,,STARB3IV,3.3959,279.15,,1331.2505212127403,-5.761298954091615
1128,HR 573 ,,01 57 00.10,-51 45 58.0,6.1,,STARF6V,-62.446,280.751,0.056,87.02144549016046,1.4018685351644251
1129,HR 4020,,10 13 28.01,-51 45 22.0,5.78,W,STARA3IV,3.8429,279.693,,318.2013440947526,-1.733510048955412
1130,HR 3739,,09 23 59.50,-51 44 13.9,6.08,,STARA7I,-1.012,273.779,,9059.899380475594,-8.705616872077838
1131,HR 3330,,08 25 31.01,-51 43 41.2,5.17,W,STARB2V,-7.9319,267.943,,696.9153369596611,-4.045900110543657
1132,HR 4582,,11 59 10.90,-51 41 48.1,6.05,,STARK1III,10.3425,294.744,,1144.4083427969172,-4.242905075871725
1133,HR 1498,,04 39 04.30,-51 40 22.1,6.44,,STARK2III,-41.2275,259.237,,731.2923266751601,-2.880455082353566
1134,HR 566 ,ChiEri,01 55 57.50,-51 36 32.0,3.7,W,STARG8III,-62.6657,280.862,0.058,56.84147397997933,-0.07332665636437863
1135,HR 7968,IotInd,20 51 30.10,-51 36 29.9,5.05,,STARK1II,-39.337,346.981,0.001,516.0702178751922,-3.513543984502352
1136,HR 5738,,15 28 27.19,-51 35 51.0,6.1,W,STARG2II,4.0575,326.138,,2651.6778674562715,-6.017603818717289
1137,HR 1250,,04 00 15.70,-51 33 52.9,6.51,,STARM1III,-47.141,260.817,,1353.3459655482213,-4.147044163039935
1138,HR 3708,,09 18 42.19,-51 33 38.2,5.87,,STARB6I,-1.4665,273.073,,7090.356036893943,-8.383340217506404
1139,HR 3784,,09 30 05.21,-51 31 01.9,5.45,,STARB8V,-0.1982,274.309,,424.6827834597934,-2.6903232757567173
1140,HR 674 ,PhiEri,02 16 30.60,-51 30 43.9,3.56,W,STARB8V,-60.818,275.352,,153.70234575736163,-2.3734024780876677
1141,HR 5296,,14 09 34.99,-51 30 16.9,6.0,W,STARB9IV,9.509,315.116,,554.6877171719751,-2.720242745533584
1142,HR 1338,GamDor,04 16 01.61,-51 29 12.1,4.25,,STARF4III,-44.7848,259.835,0.061,66.6986457458326,0.12941491970382302
1143,HR 2925,,07 34 39.50,-51 28 28.9,6.28,,STARA1III,-14.6438,263.708,,1325.8389337281358,-4.332453840397381
1144,HR 4732,,12 26 31.61,-51 27 02.9,4.82,W,STARB3V,11.2297,298.98,,448.0170023312107,-3.4364724793490904
1145,HR 3133,,07 58 21.41,-51 26 55.0,6.44,,STARA8IV,-11.358,265.432,,504.1056842304813,-2.0726079725707764
1146,HR 5560,,14 57 01.39,-51 26 48.8,6.64,,STARM2III,6.7115,322.014,,879.1277026876587,-3.080259827839047
1147,HR 5172,,13 46 39.31,-51 25 58.1,4.65,W,STARG8III,10.5037,311.634,0.018,262.60577914422015,-2.4465213967114696
1148,HR 2652,,07 00 51.50,-51 24 09.0,5.14,,STARM1III,-19.4848,261.542,-0.014,748.0650864612876,-4.229696929571347
1149,HR 4637,,12 11 31.39,-51 21 33.8,6.23,,STARG6III,11.0212,296.603,,170.76250141210542,0.06803746032436209
1150,HR 3935,,09 56 21.89,-51 20 10.0,6.37,,STARB2IV,2.607,277.298,,1964.7974560067553,-5.096588935713999
1151,HR 8675,EpsGru,22 48 33.31,-51 19 00.8,3.49,,STARA3V,-56.5264,338.305,0.044,135.27846441191267,-2.1661433240270096
1152,HR 5016,,13 18 34.61,-51 17 10.0,6.19,,STARA0V,11.3578,307.254,,574.2189748188757,-2.6053876973591814
1153,HR 2523,,06 46 52.80,-51 15 56.9,5.4,,STARK1II,-21.5163,260.676,0.018,876.7644561750576,-4.314414676504789
1154,HR 8027,,21 00 21.50,-51 15 55.1,5.76,,STARF5IV,-40.7444,347.249,,89.04078015209429,1.012055217408447
1155,HR 3819,,09 34 08.81,-51 15 19.1,5.01,,STARB1IV,0.4247,274.595,,903.4802706291451,-4.769593366385989
1156,HR 4017,,10 13 22.80,-51 13 59.9,5.28,,STARA7V,4.2656,279.384,,161.5435253576629,-0.7614477811960798
1157,HR 3872,,09 43 27.50,-51 13 41.9,6.15,W,STARB6V,1.4112,275.668,,1353.3459655482213,-4.507044163039934
1158,HR 2138,,06 00 49.20,-51 12 59.0,5.67,,STARA0,-28.5269,258.855,,216.85929368159668,-1.0108901946361595
1159,HR 4318,,11 06 05.81,-51 12 45.0,6.3,,STARG8III,8.2926,286.622,,436.03793809775584,-1.8976213865919709
1160,HR 3631,,09 07 14.69,-51 12 42.8,6.73,,STARK4III,-2.5246,271.59,,1853.1612369154623,-4.609566036843528
1161,HR 4045,,10 16 40.20,-51 12 18.0,6.3,,STARM4III,4.5791,279.796,,622.43583529985,-2.670472940995645
1162,HR 4913,,12 57 04.39,-51 11 55.0,5.16,,STARB8V,11.6633,303.833,,411.29429722209505,-2.9107634393262583
1163,HR 5071,,13 29 25.20,-51 09 55.1,5.06,,STARA1V,11.2595,308.987,0.011,408.20572928300544,-2.9943954793443206
1164,HR 3924,,09 53 50.21,-51 08 48.8,5.93,,STARB2III,2.5102,276.87,,1941.407010101913,-5.510582967284961
1165,HR 6312,,17 01 46.10,-51 07 50.9,6.45,W,STARA7V,-5.615,336.97,,323.5678350169855,-1.0998267153667447
1166,HR 755 ,,02 33 54.60,-51 05 37.0,6.24,,STARF6V,-59.1869,270.918,,196.2433078803378,-0.22397427867381658
1167,HR 701 ,,02 22 54.60,-51 05 31.9,5.92,,STARA5V,-60.4431,273.276,,201.20689555652152,-0.5982143016717032
1168,HR 6821,,18 17 00.91,-51 04 05.9,6.06,,STARB9V,-15.7251,343.133,,426.9062535302636,-2.091662583035828
1169,HR 2020,BetPic,05 47 17.11,-51 03 59.0,3.85,,STARA5V,-30.6116,258.364,0.061,63.40520561763634,-0.16062457633344884
1170,HR 3703,,09 18 05.81,-51 03 04.0,5.26,,STARB7III,-1.1771,272.643,,488.99007150992713,-3.1865002063315337
1171,HR 7190,,19 03 57.41,-51 01 07.0,5.93,W,STARK0III,-22.6452,345.822,,290.95127359243656,-1.3891013129394114
1172,HR 2862,,07 26 21.89,-51 01 05.9,5.1,,STARK0III,-15.6323,262.716,0.007,541.7880028191386,-3.5691469196251546
1173,HR 5158,,13 44 15.91,-51 00 47.2,6.47,,STARA0,10.9931,311.352,,424.13053016530745,-1.6674976769071224
1174,HR 242 ,RhoPhe,00 50 41.21,-50 59 12.8,5.22,,STARF2III,-66.1408,303.224,0.005,239.46870609186593,-1.6762438380304454
1175,HR 3413,,08 35 52.10,-50 58 12.0,5.8,,STARB8,-6.176,268.267,,486.80056372704684,-2.6367553624101445
1176,HR 4321,,11 06 27.41,-50 57 24.1,6.32,,STARK2III,8.5498,286.571,,397.75168011844073,-1.6780601139956932
1177,HR 8749,,23 01 07.49,-50 57 00.0,5.68,,STARK3III,-58.3315,336.68,,464.6102246397741,-2.655443815265251
1178,HR 871 ,,02 54 06.50,-50 52 17.0,6.21,,STARK4III,-56.8046,266.923,,1259.2910335796191,-4.290630555508017
1179,HR 637 ,,02 10 25.61,-50 49 27.8,6.12,,STARK1V,-61.9609,275.929,0.09,35.18407526398289,3.3882692948082083
1180,HR 519 ,,01 46 05.81,-50 48 59.0,5.49,,STARM3III,-64.1356,282.924,-0.023,682.3355181948147,-3.6799898928536816
1181,HR 810 ,IotHor,02 42 33.50,-50 48 01.1,5.41,,STARG0V,-58.3235,268.81,0.069,56.51644042577047,1.6491259956290367
1182,HR 5152,,13 42 54.60,-50 47 26.2,6.41,,STARM0III,11.2546,311.185,,1000.4796861874889,-3.591041375574582
1183,HR 5377,,14 23 20.30,-50 46 19.9,6.02,W,STARK2III,9.4952,317.426,,803.3408317663088,-3.5044992080283084
1184,HR 4274,,10 57 07.90,-50 45 54.0,5.91,,STARA4V,8.1149,285.137,,357.6276071240366,-1.8571551842721963
1185,HR 4619,,12 08 04.80,-50 45 47.9,6.37,W,STARB9V,11.5205,295.959,,,
1186,HR 7992,,20 54 34.99,-50 43 40.1,6.24,,STARB5IV,-39.8926,348.067,,795.5033602368815,-3.2632100923155996
1187,HR 4621,DelCen,12 08 21.50,-50 43 21.0,2.6,W,STARB2IV,11.5683,295.996,0.026,414.95722353323333,-5.490016645717239
1188,HR 4985,,13 13 23.50,-50 42 00.0,5.89,W,STARB9V,12.0204,306.483,,328.7866710656466,-1.6945710151433842
1189,HR 8793,,23 07 14.69,-50 41 11.0,5.83,W,STARF6IV,-59.247,335.895,,129.68444441237432,0.2655605710454534
1190,HR 6274,,16 56 08.90,-50 40 30.0,6.33,,STARB3V,-4.6362,336.783,,1012.9080052705633,-3.6978500174351225
1191,HR 4618,,12 08 05.21,-50 39 41.0,4.47,W,STARB6III,11.6212,295.943,,331.1232260884481,-3.1299482234262186
1192,HR 6289,,16 58 18.00,-50 38 28.0,5.55,,STARB9IV,-4.8826,337.022,,601.764534496534,-3.347132943222345
1193,HR 6468,KapAra,17 26 00.00,-50 38 01.0,5.23,W,STARG8III,-8.4486,339.601,0.03,449.251208949203,-3.0324462724138073
1194,HR 6478,,17 27 12.41,-50 37 49.1,5.92,W,STARB9II,-8.6073,339.709,,4796.4173190753145,-7.484584812383096
1195,HR 5890,,15 52 51.50,-50 36 55.1,6.6,,STARK3III,2.545,329.797,,1734.8743494527735,-4.596340129595879
1196,HR 2553,TauPup,06 49 56.21,-50 36 52.9,2.93,,STARK1III,-20.8625,260.164,,182.00690719705435,-3.370439349283746
